route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,weelchair
100100488:488,442,488,Athis-Mons Place Henri Deudon - Juvisy RER,,3,,006cb8,ffffff,non
100100492:492,442,492,Savigny-sur-Orge - Chilly-Mazarin Place de la Libération,,3,,ffcd02,000000,non
100100501:501,442,501,Traverse Charonne - Gambetta via Lagny-Maraîchers (circulaire),Traverse Charonne,3,,006CB8,ffffff,oui
100100512:512,442,512,Front Populaire Gardinoux - Mairie d'Aubervilliers,,3,,ffcd02,000000,non
100100513:513,442,513,Traverse Bièvre Montsouris - Place de l'Abbé Georges Hénocque via Alésia Général Leclerc (circulaire),Traverse Bièvre,3,,BB499C,ffffff,oui
100100518:518,442,518,Traverse Batignolles-Bichat - Hôpital Bichat via Pont Cardinet (circulaire),Traverse Batignolles-Bichat,3,,652C90,ffffff,oui
100100519:519,442,519,Traverse Ney-Flandre - Porte d'Aubervilliers Oberlé via Place de la Chapelle (circulaire),Traverse Ney-Flandre,3,,C9A2CD,000000,oui
100100520:520,442,520,Bry-sur-Marne - Les Hauts de Bry (SFP),,3,,008b5a,ffffff,non
100100524:524,442,524,La Navette / Le Bus Fontenaysien - Fontenay-sous-Bois Les Parapluies - Fontenay-sous-Bois Les Alouettes,,3,,652c90,ffffff,non
100100537:537,442,537,L'Audonienne - Saint-Ouen-Payret - Saint-Ouen-Debain (Service urbain de Saint-Ouen),L'Audonienne,3,,f59eb3,000000,non
100100538:538,442,538,Gennevilliers - Gennevilliers Silos - Gennevilliers Direction du Port,Bus du Port,3,,9b983a,ffffff,non
100100541:541,442,541,Puteaux Cimetière Nouveau - Île de Puteaux - Puteaux Bellini (service urbain de Puteaux),Buséolien 1|2,3,,f68f4b,000000,oui
100100544:544,442,544,Autobus Suresnois - Général de Gaulle via Gare de Suresnes-Mont Valérien / via Place de la République (Circulaire)(Service urbain de Suresnes),Autobus Suresnois,3,,006cb8,ffffff,oui
100100545:545,442,545,Noisy-le-Sec - Bagnolet Louise Michel,,3,,ffcd01,000000,non
100100559:559,442,559,Ligne Bleue - Chemin de L'Île - Cimetière du Mont Valérien (réseau urbain de Nanterre),,3,,87d3df,000000,oui
100100560:560,442,560,Ligne Rouge - Place de la Boule-Gambetta - Droits de l'Homme (réseau urbain de Nanterre),,3,,ed1b2a,ffffff,oui
100100563:563,442,563,Suresnes De Gaulle - Suresnes De Gaulle (circulaire) [circuit du Plateau du Mont Valérien],,3,,ed1b2a,ffffff,non
100100564:564,442,564,Rueil-Malmaison Collège La Malmaison - Rueil-Malmaison Les Pince-Vins [circuit de la Jonchère],,3,,006cb8,ffffff,non
100100565:565,442,565,Rueil-Malmaison Mairie - Rueil-Malmaison Eglise de Buzenval,,3,,008b5a,ffffff,non
100100566:566,442,566,Colombes Rue de l'Industrie - Colombes Rue de l'Industrie (circulaire),,3,,f68f4b,000000,non
100100577:577,442,577,Gabriel Péri - River Plaza - Les Grésillons,RiverPlaza,3,,f68f4b, '00000024b77,non
100100579:579,442,579,Clamibus - Maison de Quartier André Charré - Gare de Clamart (Service urbain de Clamart),Clamibus,3,,ffcd01,000000,non
100100594:594,442,594,Le petit fontenaisien - Division Leclerc via Gare RER et Les Blagis (Circulaire)(Service urbain de Fontenay-aux-Roses),Le petit fontenaisien,3,,006cb8,ffffff,non
100100595:595,442,595,Robinson - Le Plessis-Robinson La Boursidière,,3,,006cb8,ffffff,non
100100597:597,442,597,L'Hirondelle - Hôtel de Ville - Cimetière intercommunal de Clamart  / Gare de Vanves - Malakoff (Navettes du marché),L'Hirondelle,3,,77c695,000000,oui
100100208:208A,442,208A,Champigny Saint-Maur RER - Champigny Place de la Résistance,,3,,b43c95,FFFFFF,#N/A
100100208:208B,442,208B,Champigny - Champigny-Chennevières Bois-l'Abbé - Le Plessis-Trévise Place Gambetta,,3,,b43c95,FFFFFF,#N/A
100100208:208S,442,208S,Fort de Champigny - Champigny Place de la Résistance,,3,,000080,FFFFFF,non
100100592:AMIBUS,442,AMIBUS,Châtillon Métro - Mairie de Châtillon,,3,,,,
100100582:CHOISYB,442,CHOISYB,Service urbain de Choisy-Le-Roi (circulaire),,3,,,,
100100572:MONAST,442,MONAST,Sèvres-Ville d'Avray gare SNCF - Monastère,,3,,,,
100100526:MONTBUS,442,MONTBUS,Montrouge St-Jacques — Montrouge St-Jacques (circulaire) (service urbain de Montrouge),,3,,,,
100100008:MONTMAR,442,MONTMAR,Mairie du 18e-Jules Joffrin - Pigalle (Montmartrobus),,3,,,,
100100283:ORLYBUS,442,ORLYBUS,Denfert-Rochereau - Aéroport d'Orly,,3,,,,
100100097:PC1,442,PC1,Porte de Champerret - Pont du Garigliano,,3,,,,
100100099:PC3,442,PC3,Porte Maillot - Porte de la Villette,,3,,,,
100100352:ROISSYB,442,ROISSYB,Opéra - Aéroport CDG Roissypôle,,3,,,,
100100571:SUBB,442,SUBB,Hotel de Ville de Boulogne-Billancourt - Pont de Boulogne-Billancourt (circulaire) (Service Urbain de Boulogne-Billancourt),,3,,,,
100100515:TILLBUS,442,TILLBUS,Les Lilas Place du Vel' d'Hiv' — Les Lilas Place du Vel' d'Hiv' (circulaire) (service urbain des Lilas),,3,,,,
100100569:TIM,442,TIM,Meudon Val Fleury - Gare de Bellevue (circulaire) (service urbain de Meudon),,3,,,,
100100546:TUB,442,TUB,Bondy - La mare à la Veuve (circulaire) (Transport Urbain Bondynois),,3,,,,
100100574:TUC,442,TUC,Rue Martre-Mairie de Clichy(circulaire) (Transport Urbain de Clichy),,3,,,,
100100589:TUVIM,442,TUVIM,Mairie d'Issy - Mairie d'Issy (circulaire) (service urbain d'Issy-les-Moulineaux),,3,,,,
100100014:TVM,442,TVM,La Croix de Berny - Saint-Maur Créteil,,3,,,,
100100542:V1,442,V1,Mairie de l'Haÿ-les-Roses - Le Kremlin-Bicêtre Leclerc-Thomas,,3,,ffcd01,000000,oui
100100583:V2,442,V2,Fresnes Pasteur - L'Haÿ-les-Roses Centre commercial - Chevilly-Larue Rue Paul Hochart,,3,,f59eb3,000000,oui
100100581:V3,442,V3,Cachan Centre ville - Cachan Centre ville (circulaire),,3,,cec92a,000000,oui
100100562:V4,442,V4,Arcueil Hôtel de Ville-Centre - Arcueil Hôtel de Ville-Centre (circulaire),,3,,652c90,ffffff,oui
100100584:V5,442,V5,Gentilly Gabriel Péri Soleil Levant - Gentilly Gabriel Péri Soleil Levant (circulaire) ,,3,,008b5a,ffffff,oui
100100593:V6,442,V6,Le Kremlin-Bicêtre Leclerc-Thomas - Le Kremlin-Bicêtre Leclerc-Thomas (circulaire),,3,,77c695,000000,oui
100100585:V7,442,V7,Villejuif Louis Aragon - Villejuif Louis Aragon (circulaire) [Passepartout],,3,,ed1b2a,ffffff,oui
100112011:T1,440,T1,Noisy-le-Sec - Asnieres-Gennevilliers Les Courtilles,,0,,216EB4,216EB4,oui
100112012:T2,440,T2,Pont de Bezons - Porte de Versailles,,0,,BB4D98,BB4D98,oui
100112013:T3A,440,T3A,Pont Garigliano Hôpital G. Pompidou - Porte de Vincennes,,0,,DE8B53,DE8B53,Oui
100112003:T3B,440,T3B,Porte de Vincennes - Porte de la Chapelle,,0,,008B5A,008B5A,Oui
100112015:T5,440,T5,Garges-Sarcelles - Marché de Saint-Denis,,0,,B156A1,B156A1,
100112016:T6,440,T6,Châtillon Montrouge - Robert Wagner,,0,,ED5839,ED5839,
100112017:T7,440,T7,Porte de l'Essonne - Villejuif Louis Aragon,,0,,B98B59,B98B59,
100112018:T8,440,T8,Saint-Denis Porte de Paris - Villetaneuse - Épinay-sur-Seine,,0,,B1A245,B1A245,
100110001:1,439,1,Château de Vincennes - La Défense,,1,,F2C931,000000,oui
100110010:10,439,10,Boulogne Pont de Saint-Cloud - Gare d'Austerlitz,,1,,DFB039,000000,non
100110011:11,439,11,Mairie des Lilas - Châtelet,,1,,8E6538,FFFFFF,non
100110012:12,439,12,Mairie d'Issy - Front Populaire,,1,,328E5B,FFFFFF,non
100110013:13,439,13,Châtillon Montrouge - Saint-Denis-Université,,1,,89C7D6,000000,non
100110014:14,439,14,Saint-Lazare - Olympiade,,1,,67328E,FFFFFF,oui
100110002:2,439,2,Nation - Porte Dauphine,,1,,216EB4,FFFFFF,non
100110003:3,439,3,Gallieni - Pont de Levallois-Bécon,,1,,9A9940,FFFFFF,non
100110103:3B,439,3B,Porte des Lilas - Gambetta,,1,,89C7D6,000000,non
100110004:4,439,4,Porte de Clignancourt - Mairie de Montrouge,,1,,BB4D98,FFFFFF,non
100110005:5,439,5,Bobigny-Pablo-Picasso - Place d'Italie,,1,,DE8B53,000000,non
100110006:6,439,6, Nation - Charles de Gaulle-Etoile,,1,,79BB92,000000,non
100110007:7,439,7,La Courneuve-8-Mai-1945 - Villejuif-Aragon / Mairie d'Ivry,,1,,DF9AB1,000000,non
100110107:7B,439,7B,Pré-Saint-Gervais - Louis Blanc,,1,,79BB92,000000,non
100110008:8,439,8,Balard - Créteil-Pointe du Lac,,1,,C5A3CA,000000,non
100110009:9,439,9,Pont de Sèvres - Mairie de Montreuil,,1,,CDC83F,000000,non
